code,Profession,DWA ID,Detailed Work Activity
29-2032.00,Diagnostic Medical Sonographers,4.A.4.c.1.I01.D06,Perform clerical work in medical settings.
29-2032.00,Diagnostic Medical Sonographers,4.A.4.a.5.I07.D03,Treat medical emergencies.
29-2032.00,Diagnostic Medical Sonographers,4.A.4.a.5.I07.D04,Implement advanced life support techniques.
29-2032.00,Diagnostic Medical Sonographers,4.A.3.a.3.I04.D04,Operate diagnostic imaging equipment.
29-2051.00,Dietetic Technicians,4.A.1.a.1.I12.D02,"Collect medical information from patients, family members, or other medical professionals."
29-2051.00,Dietetic Technicians,4.A.2.a.1.I06.D02,"Evaluate patient functioning, capabilities, or health."
29-2051.00,Dietetic Technicians,4.A.2.a.4.I06.D02,Analyze patient data to determine patient needs or treatment goals.
29-2051.00,Dietetic Technicians,4.A.1.a.2.I05.D01,Monitor patient progress or responses to treatments.
29-2051.00,Dietetic Technicians,4.A.4.a.2.I05.D01,Inform medical professionals regarding patient conditions and care.
29-2051.00,Dietetic Technicians,4.A.4.b.4.I12.D35,Manage preparation of special meals or diets.
29-2051.00,Dietetic Technicians,4.A.4.b.4.I12.D35,Manage preparation of special meals or diets.
29-2051.00,Dietetic Technicians,4.A.4.b.4.I01.D11,Supervise medical support personnel.
29-2051.00,Dietetic Technicians,4.A.4.b.4.I12.D35,Manage preparation of special meals or diets.
29-2051.00,Dietetic Technicians,4.A.4.b.6.I01.D01,"Provide health and wellness advice to patients, program participants, or caregivers."
29-2051.00,Dietetic Technicians,4.A.4.b.3.I06.D08,Train medical providers.
29-2051.00,Dietetic Technicians,4.A.1.a.1.I19.D01,Conduct research to increase knowledge about medical issues.
29-2051.00,Dietetic Technicians,4.A.4.a.3.I02.D01,Communicate health and wellness information to the public.
29-2051.00,Dietetic Technicians,4.A.4.a.5.I01.D02,Refer patients to other healthcare practitioners or health resources.
29-1031.00,Dietitians and Nutritionists,4.A.2.a.4.I06.D02,Analyze patient data to determine patient needs or treatment goals.
29-1031.00,Dietitians and Nutritionists,4.A.4.a.2.I05.D05,Collaborate with healthcare professionals to plan or provide treatment.
29-1031.00,Dietitians and Nutritionists,4.A.4.b.6.I01.D01,"Provide health and wellness advice to patients, program participants, or caregivers."
29-1031.00,Dietitians and Nutritionists,4.A.4.b.6.I01.D01,"Provide health and wellness advice to patients, program participants, or caregivers."
29-1031.00,Dietitians and Nutritionists,4.A.1.a.2.I11.D11,Monitor medical facility activities to ensure adherence to standards or regulations.
29-1031.00,Dietitians and Nutritionists,4.A.4.b.4.I12.D35,Manage preparation of special meals or diets.
29-1031.00,Dietitians and Nutritionists,4.A.2.b.2.I17.D03,Design public or employee health programs.
29-1031.00,Dietitians and Nutritionists,4.A.1.a.2.I11.D11,Monitor medical facility activities to ensure adherence to standards or regulations.
29-1031.00,Dietitians and Nutritionists,4.A.4.b.4.I12.D35,Manage preparation of special meals or diets.
29-1031.00,Dietitians and Nutritionists,4.A.3.b.6.I12.D06,Prepare healthcare training materials.
29-1031.00,Dietitians and Nutritionists,4.A.4.b.4.I12.D38,Manage healthcare operations.
29-1031.00,Dietitians and Nutritionists,4.A.4.c.3.I05.D07,Order medical supplies or equipment.
29-1031.00,Dietitians and Nutritionists,4.A.4.b.3.I06.D11,Train caregivers or other non-medical personnel.
29-1031.00,Dietitians and Nutritionists,4.A.4.b.4.I01.D11,Supervise medical support personnel.
29-1031.00,Dietitians and Nutritionists,4.A.4.b.4.I12.D38,Manage healthcare operations.
29-1031.00,Dietitians and Nutritionists,4.A.4.b.4.I12.D23,Direct healthcare delivery programs.
29-1031.00,Dietitians and Nutritionists,4.A.4.b.6.I06.D02,Advise communities or institutions regarding health or safety issues.
29-1031.00,Dietitians and Nutritionists,4.A.4.b.4.I12.D35,Manage preparation of special meals or diets.
29-1031.00,Dietitians and Nutritionists,4.A.1.a.1.I19.D01,Conduct research to increase knowledge about medical issues.
29-1031.00,Dietitians and Nutritionists,4.A.4.b.3.I06.D06,Conduct health or safety training programs.
29-1031.00,Dietitians and Nutritionists,4.A.4.b.3.I06.D08,Train medical providers.
29-1031.00,Dietitians and Nutritionists,4.A.4.b.6.I06.D02,Advise communities or institutions regarding health or safety issues.
29-1031.00,Dietitians and Nutritionists,4.A.3.b.6.I03.D10,Present medical research reports.
29-1031.00,Dietitians and Nutritionists,4.A.4.a.2.I09.D08,Consult with others regarding safe or healthy equipment or facilities.
15-1299.06,Digital Forensics Analysts,4.A.1.a.2.I10.D01,Monitor the security of digital information.
15-1299.06,Digital Forensics Analysts,4.A.1.a.1.I03.D05,Examine records or other types of data to investigate criminal activities.
15-1299.06,Digital Forensics Analysts,4.A.2.a.4.I12.D02,"Analyze security of systems, network, or data."
15-1299.06,Digital Forensics Analysts,4.A.2.a.2.I03.D02,Compile technical information or documentation.
15-1299.06,Digital Forensics Analysts,4.A.2.b.6.I02.D09,Plan production or operational procedures or sequences.
15-1299.06,Digital Forensics Analysts,4.A.2.b.2.I15.D05,Establish operational policies.
15-1299.06,Digital Forensics Analysts,4.A.3.b.6.I05.D01,Record images needed to address work issues.
15-1299.06,Digital Forensics Analysts,4.A.2.b.1.I08.D02,Identify information technology project resource requirements.
15-1299.06,Digital Forensics Analysts,4.A.2.b.4.I03.D14,Develop technical methods or processes.
15-1299.06,Digital Forensics Analysts,4.A.3.b.4.I04.D06,Maintain computer equipment or software.
15-1299.06,Digital Forensics Analysts,4.A.2.b.3.I01.D15,Maintain knowledge of laws or regulations.
15-1299.06,Digital Forensics Analysts,4.A.1.a.1.I03.D05,Examine records or other types of data to investigate criminal activities.
15-1299.06,Digital Forensics Analysts,4.A.1.a.1.I03.D05,Examine records or other types of data to investigate criminal activities.
15-1299.06,Digital Forensics Analysts,4.A.1.a.1.I03.D05,Examine records or other types of data to investigate criminal activities.
15-1299.06,Digital Forensics Analysts,4.A.2.a.4.I07.D16,Analyze traffic data.
15-1299.06,Digital Forensics Analysts,4.A.3.b.6.I08.D09,"Maintain records, documents, or other files."
15-1299.06,Digital Forensics Analysts,4.A.4.b.6.I04.D03,Provide recommendations to others about computer hardware.
15-1299.06,Digital Forensics Analysts,4.A.4.b.6.I04.D06,Recommend changes to improve computer or information systems.
15-1299.06,Digital Forensics Analysts,4.A.4.a.1.I03.D01,Translate information for others.
15-1299.06,Digital Forensics Analysts,4.A.3.b.1.I01.D03,Write computer programming code.
15-1299.06,Digital Forensics Analysts,4.A.3.b.1.I06.D10,Enter codes or other information into computers.
15-1299.06,Digital Forensics Analysts,4.A.3.b.6.I03.D06,Write reports or evaluations.
15-1299.06,Digital Forensics Analysts,4.A.4.b.6.I04.D06,Recommend changes to improve computer or information systems.
15-1299.06,Digital Forensics Analysts,4.A.3.b.6.I03.D06,Write reports or evaluations.
15-1299.06,Digital Forensics Analysts,4.A.4.a.3.I01.D01,Testify at legal or legislative proceedings.
15-1299.06,Digital Forensics Analysts,4.A.3.b.6.I03.D06,Write reports or evaluations.
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.3.a.1.I03.D23,Clean food service areas.
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.3.a.1.I15.D01,Arrange tables or dining areas.
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.3.a.1.I15.D03,Collect dirty dishes or other tableware.
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.3.a.1.I15.D03,Collect dirty dishes or other tableware.
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.4.c.3.I01.D01,"Maintain food, beverage, or equipment inventories."
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.3.a.1.I15.D02,Serve food or beverages.
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.3.a.2.I37.D05,Stock serving stations or dining areas with food or supplies.
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.3.a.2.I37.D05,Stock serving stations or dining areas with food or supplies.
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.4.a.3.I03.D08,Provide customers with general information or assistance.
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.3.a.1.I10.D02,"Move equipment, supplies or food to required locations."
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.3.a.1.I15.D02,Serve food or beverages.
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.3.a.1.I03.D02,"Clean food preparation areas, facilities, or equipment."
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.3.a.1.I03.D23,Clean food service areas.
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.3.a.1.I10.D02,"Move equipment, supplies or food to required locations."
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.3.a.2.I37.D05,Stock serving stations or dining areas with food or supplies.
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.4.c.1.I03.D01,Operate cash registers.
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.3.a.1.I08.D03,Clean tableware.
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.3.a.2.I03.D04,Add garnishes to food.
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.3.a.2.I03.D08,Arrange food for serving.
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.3.a.1.I10.D02,"Move equipment, supplies or food to required locations."
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.3.a.2.I37.D04,Store supplies or goods in kitchens or storage areas.
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.3.a.1.I01.D03,Mix ingredients.
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,4.A.3.a.2.I03.D01,Cut cooked or raw foods.
21-2021.00,"Directors, Religious Activities and Education",4.A.4.b.3.I04.D21,Train staff members in social services skills.
21-2021.00,"Directors, Religious Activities and Education",4.A.4.b.4.I01.D12,Supervise workers providing client or patient services.
21-2021.00,"Directors, Religious Activities and Education",4.A.2.b.2.I15.D08,Develop educational programs.
21-2021.00,"Directors, Religious Activities and Education",4.A.4.b.3.I02.D04,Lead classes or community events.
21-2021.00,"Directors, Religious Activities and Education",4.A.2.b.2.I15.D08,Develop educational programs.
21-2021.00,"Directors, Religious Activities and Education",4.A.2.b.6.I01.D02,"Plan conferences, programs, or special events."
21-2021.00,"Directors, Religious Activities and Education",4.A.4.b.6.I06.D03,Advise clients or community groups on health issues.
21-2021.00,"Directors, Religious Activities and Education",4.A.4.b.6.I10.D04,Counsel clients regarding interpersonal issues.
21-2021.00,"Directors, Religious Activities and Education",4.A.4.b.6.I10.D07,Counsel clients or patients regarding personal issues.
21-2021.00,"Directors, Religious Activities and Education",4.A.2.a.1.I01.D04,Assess individual or community needs for educational or social services.
21-2021.00,"Directors, Religious Activities and Education",4.A.2.b.2.I03.D04,Develop promotional strategies for religious organizations.
21-2021.00,"Directors, Religious Activities and Education",4.A.4.a.2.I07.D01,Collaborate with other professionals to develop education or assistance programs.
21-2021.00,"Directors, Religious Activities and Education",4.A.2.b.6.I01.D02,"Plan conferences, programs, or special events."
21-2021.00,"Directors, Religious Activities and Education",4.A.2.b.2.I03.D04,Develop promotional strategies for religious organizations.
21-2021.00,"Directors, Religious Activities and Education",4.A.4.a.3.I02.D09,Present social services program information to the public.
21-2021.00,"Directors, Religious Activities and Education",4.A.4.b.4.I09.D08,Manage organizational or program finances.
21-2021.00,"Directors, Religious Activities and Education",4.A.2.b.3.I01.D02,Maintain professional social services knowledge.
21-2021.00,"Directors, Religious Activities and Education",4.A.4.c.3.I03.D06,Provide educational materials to community members.
21-2021.00,"Directors, Religious Activities and Education",4.A.2.b.6.I01.D02,"Plan conferences, programs, or special events."
21-2021.00,"Directors, Religious Activities and Education",4.A.4.b.3.I02.D04,Lead classes or community events.
21-2021.00,"Directors, Religious Activities and Education",4.A.4.b.5.I02.D02,Visit individuals in their homes to provide support or information.
21-2021.00,"Directors, Religious Activities and Education",4.A.4.a.1.I03.D02,Interpret cultural or religious information for others.
21-2021.00,"Directors, Religious Activities and Education",4.A.2.b.2.I03.D04,Develop promotional strategies for religious organizations.
27-2091.00,"Disc Jockeys, Except Radio",4.A.4.a.8.I03.D02,Respond to customer inquiries.
27-2091.00,"Disc Jockeys, Except Radio",4.A.1.b.3.I02.D01,Estimate time or monetary resources needed to complete projects.
27-2091.00,"Disc Jockeys, Except Radio",4.A.4.a.6.I03.D10,"Promote products, activities, or organizations."
27-2091.00,"Disc Jockeys, Except Radio",4.A.3.a.2.I04.D11,Assemble electrical or electronic equipment.
27-2091.00,"Disc Jockeys, Except Radio",4.A.4.c.3.I04.D02,Collect fares or payment from customers.
27-2091.00,"Disc Jockeys, Except Radio",4.A.4.a.2.I13.D03,Confer with clients to determine needs.
27-2091.00,"Disc Jockeys, Except Radio",4.A.1.b.2.I12.D02,"Test performance of electrical, electronic, mechanical, or integrated systems or equipment."
27-2091.00,"Disc Jockeys, Except Radio",4.A.3.b.6.I10.D01,Record sales or transactions data.
27-2091.00,"Disc Jockeys, Except Radio",4.A.2.b.1.I10.D11,Select resources needed to accomplish tasks.
27-2091.00,"Disc Jockeys, Except Radio",4.A.3.b.6.I13.D01,Prepare sales or other contracts.
27-2091.00,"Disc Jockeys, Except Radio",4.A.4.a.8.I02.D02,Conduct amusement or gaming activities.
27-2091.00,"Disc Jockeys, Except Radio",4.A.4.a.8.I02.D02,Conduct amusement or gaming activities.
27-2091.00,"Disc Jockeys, Except Radio",4.A.1.a.1.I01.D05,Review audio or video recordings.
27-2091.00,"Disc Jockeys, Except Radio",4.A.2.b.1.I10.D11,Select resources needed to accomplish tasks.
27-2091.00,"Disc Jockeys, Except Radio",4.A.2.b.3.I01.D05,Maintain current knowledge related to work activities.
27-2091.00,"Disc Jockeys, Except Radio",4.A.2.b.1.I11.D01,Edit audio or video recordings.
27-2091.00,"Disc Jockeys, Except Radio",4.A.2.b.1.I11.D02,Mix sound inputs.
27-2091.00,"Disc Jockeys, Except Radio",4.A.3.a.3.I05.D01,"Operate control consoles for sound, lighting or video."
27-2091.00,"Disc Jockeys, Except Radio",4.A.3.a.3.I05.D01,"Operate control consoles for sound, lighting or video."
27-2091.00,"Disc Jockeys, Except Radio",4.A.3.b.6.I08.D09,"Maintain records, documents, or other files."
