code,Profession,Task ID,Count,Task
49-3023.00,Automotive Service Technicians and Mechanics,23547,1,"Rebuild parts, such as crankshafts and cylinder blocks."
49-3023.00,Automotive Service Technicians and Mechanics,23548,1,"Conduct visual inspections of compressed natural gas fuel systems to identify cracks, gouges, abrasions, discoloration, broken fibers, loose brackets, damaged gaskets, or other problems."
49-3023.00,Automotive Service Technicians and Mechanics,23549,1,"Diagnose and replace or repair engine management systems or related sensors for flexible fuel vehicles (FFVs) with ignition timing, fuel rate, alcohol concentration, or air-to-fuel ratio malfunctions."
49-3023.00,Automotive Service Technicians and Mechanics,23550,1,Repair or rebuild transmissions.
49-3023.00,Automotive Service Technicians and Mechanics,23550,1,Repair or rebuild transmissions.
49-3023.00,Automotive Service Technicians and Mechanics,23551,1,"Retrofit vehicle fuel systems with aftermarket products, such as vapor transfer devices, evaporation control devices, swirlers, lean burn devices, and friction reduction devices, to enhance combustion and fuel efficiency."
53-6051.01,Aviation Inspectors,10728,1,"Inspect work of aircraft mechanics performing maintenance, modification, or repair and overhaul of aircraft and aircraft mechanical systems to ensure adherence to standards and procedures."
53-6051.01,Aviation Inspectors,10729,1,"Start aircraft and observe gauges, meters, and other instruments to detect evidence of malfunctions."
53-6051.01,Aviation Inspectors,10729,1,"Start aircraft and observe gauges, meters, and other instruments to detect evidence of malfunctions."
53-6051.01,Aviation Inspectors,10729,1,"Start aircraft and observe gauges, meters, and other instruments to detect evidence of malfunctions."
53-6051.01,Aviation Inspectors,10730,1,Examine aircraft access plates and doors for security.
53-6051.01,Aviation Inspectors,10731,1,"Examine landing gear, tires, and exteriors of fuselage, wings, and engines for evidence of damage or corrosion and the need for repairs."
53-6051.01,Aviation Inspectors,10732,1,"Prepare and maintain detailed repair, inspection, investigation, and certification records and reports."
53-6051.01,Aviation Inspectors,10733,1,"Inspect new, repaired, or modified aircraft to identify damage or defects and to assess airworthiness and conformance to standards, using checklists, hand tools, and test instruments."
53-6051.01,Aviation Inspectors,10734,1,Examine maintenance records and flight logs to determine if service and maintenance checks and overhauls were performed at prescribed intervals.
53-6051.01,Aviation Inspectors,10735,1,"Recommend replacement, repair, or modification of aircraft equipment."
53-6051.01,Aviation Inspectors,10736,1,"Recommend changes in rules, policies, standards, and regulations, based on knowledge of operating conditions, aircraft improvements, and other factors."
53-6051.01,Aviation Inspectors,10738,1,Investigate air accidents and complaints to determine causes.
53-6051.01,Aviation Inspectors,10739,1,Observe flight activities of pilots to assess flying skills and to ensure conformance to flight and safety regulations.
53-6051.01,Aviation Inspectors,10740,1,"Conduct flight test programs to test equipment, instruments, and systems under a variety of conditions, using both manual and automatic controls."
53-6051.01,Aviation Inspectors,10741,1,Approve or deny issuance of certificates of airworthiness.
53-6051.01,Aviation Inspectors,10742,1,"Analyze training programs and conduct oral and written examinations to ensure the competency of persons operating, installing, and repairing aircraft equipment."
53-6051.01,Aviation Inspectors,10743,1,"Schedule and coordinate in-flight testing programs with ground crews and air traffic control to ensure availability of ground tracking, equipment monitoring, and related services."
53-6051.01,Aviation Inspectors,10743,1,"Schedule and coordinate in-flight testing programs with ground crews and air traffic control to ensure availability of ground tracking, equipment monitoring, and related services."
49-2091.00,Avionics Technicians,9933,1,Set up and operate ground support and test equipment to perform functional flight tests of electrical and electronic systems.
49-2091.00,Avionics Technicians,9934,1,"Test and troubleshoot instruments, components, and assemblies, using circuit testers, oscilloscopes, or voltmeters."
49-2091.00,Avionics Technicians,9934,1,"Test and troubleshoot instruments, components, and assemblies, using circuit testers, oscilloscopes, or voltmeters."
49-2091.00,Avionics Technicians,9935,1,Keep records of maintenance and repair work.
49-2091.00,Avionics Technicians,9936,1,"Coordinate work with that of engineers, technicians, and other aircraft maintenance personnel."
49-2091.00,Avionics Technicians,9937,1,Interpret flight test data to diagnose malfunctions and systemic performance problems.
49-2091.00,Avionics Technicians,9938,1,"Install electrical and electronic components, assemblies, and systems in aircraft, using hand tools, power tools, or soldering irons."
49-2091.00,Avionics Technicians,9939,1,"Adjust, repair, or replace malfunctioning components or assemblies, using hand tools or soldering irons."
49-2091.00,Avionics Technicians,9939,1,"Adjust, repair, or replace malfunctioning components or assemblies, using hand tools or soldering irons."
49-2091.00,Avionics Technicians,9939,1,"Adjust, repair, or replace malfunctioning components or assemblies, using hand tools or soldering irons."
49-2091.00,Avionics Technicians,9940,1,"Connect components to assemblies such as radio systems, instruments, magnetos, inverters, and in-flight refueling systems, using hand tools and soldering irons."
49-2091.00,Avionics Technicians,9941,1,"Assemble components such as switches, electrical controls, and junction boxes, using hand tools or soldering irons."
49-2091.00,Avionics Technicians,9942,1,Fabricate parts and test aids as required.
49-2091.00,Avionics Technicians,9943,1,"Lay out installation of aircraft assemblies and systems, following documentation such as blueprints, manuals, and wiring diagrams."
49-2091.00,Avionics Technicians,9944,1,"Assemble prototypes or models of circuits, instruments, and systems for use in testing."
49-2091.00,Avionics Technicians,9945,1,Operate computer-aided drafting and design applications to design avionics system modifications.
39-6011.00,Baggage Porters and Bellhops,2314,1,"Transfer luggage, trunks, and packages to and from rooms, loading areas, vehicles, or transportation terminals, by hand or using baggage carts."
39-6011.00,Baggage Porters and Bellhops,2315,1,"Supply guests or travelers with directions, travel information, and other information, such as available services and points of interest."
39-6011.00,Baggage Porters and Bellhops,2315,1,"Supply guests or travelers with directions, travel information, and other information, such as available services and points of interest."
39-6011.00,Baggage Porters and Bellhops,2316,1,Receive and mark baggage by completing and attaching claim checks.
39-6011.00,Baggage Porters and Bellhops,2317,1,Greet incoming guests and escort them to their rooms.
39-6011.00,Baggage Porters and Bellhops,2317,1,Greet incoming guests and escort them to their rooms.
39-6011.00,Baggage Porters and Bellhops,2318,1,Assist physically challenged travelers and other guests with special needs.
39-6011.00,Baggage Porters and Bellhops,2319,1,"Act as part of the security team at transportation terminals, hotels, or similar establishments."
39-6011.00,Baggage Porters and Bellhops,2320,1,"Deliver messages and room service orders, and run errands for guests."
39-6011.00,Baggage Porters and Bellhops,2321,1,"Explain the operation of room features, such as locks, ventilation systems, and televisions."
39-6011.00,Baggage Porters and Bellhops,2322,1,"Arrange for shipments of baggage, express mail, and parcels by providing weighing and billing services."
